                                                                                                                                                                                                                                                                
                        1                         2                         3                         4
                        l                      n_pg                 Re(omega)                 Im(omega)
                        9                         0   0.3377390120778585E+001   0.0000000000000000E+000
                        1                         2                         3                         4                         5                         6
                        x                  Re(xi_r)                  Im(xi_r)                  Re(xi_h)                  Im(xi_h)                       rho
  0.1000000000000000E+000  -0.2833978288128964E-026   0.0000000000000000E+000   0.2234716002523328E-008   0.0000000000000000E+000   0.1043237567491721E+002
  0.1000001000001000E+000   0.2006900178723410E-012   0.0000000000000000E+000   0.2234713773418276E-008   0.0000000000000000E+000   0.1043235808000000E+002
  0.1002991032991033E+000   0.5976389603499579E-009   0.0000000000000000E+000   0.2228933318068122E-008   0.0000000000000000E+000   0.1040648763000000E+002
  0.1005981065981066E+000   0.1189916081589494E-008   0.0000000000000000E+000   0.2224952875220269E-008   0.0000000000000000E+000   0.1038071162000000E+002
  0.1008971098971099E+000   0.1777561701193719E-008   0.0000000000000000E+000   0.2222744693123522E-008   0.0000000000000000E+000   0.1035502924000000E+002
  0.1011961131961132E+000   0.2361090881241381E-008   0.0000000000000000E+000   0.2222280125290225E-008   0.0000000000000000E+000   0.1032943970000000E+002
  0.1014951164951165E+000   0.2941004991531898E-008   0.0000000000000000E+000   0.2223532359492955E-008   0.0000000000000000E+000   0.1030394222000000E+002
  0.1017941196941197E+000   0.3517792208916191E-008   0.0000000000000000E+000   0.2226476353252865E-008   0.0000000000000000E+000   0.1027853602000000E+002
  0.1020931229931230E+000   0.4091928948253519E-008   0.0000000000000000E+000   0.2231088761383767E-008   0.0000000000000000E+000   0.1025322036000000E+002
  0.1023921262921263E+000   0.4663879339334644E-008   0.0000000000000000E+000   0.2237347898680483E-008   0.0000000000000000E+000   0.1022799447000000E+002
  0.1026911295911296E+000   0.5234096607385270E-008   0.0000000000000000E+000   0.2245233658866939E-008   0.0000000000000000E+000   0.1020285761000000E+002
  0.1029901328901329E+000   0.5803023460274076E-008   0.0000000000000000E+000   0.2254727477980647E-008   0.0000000000000000E+000   0.1017780905000000E+002
  0.1032891361891362E+000   0.6371092645540046E-008   0.0000000000000000E+000   0.2265812266808658E-008   0.0000000000000000E+000   0.1015284808000000E+002
  0.1035881394881395E+000   0.6938727483254533E-008   0.0000000000000000E+000   0.2278472372713996E-008   0.0000000000000000E+000   0.1012797398000000E+002
  0.1038871427871428E+000   0.7506342378964441E-008   0.0000000000000000E+000   0.2292693532670516E-008   0.0000000000000000E+000   0.1010318605000000E+002
  0.1041861460861461E+000   0.8074343313462385E-008   0.0000000000000000E+000   0.2308462817061332E-008   0.0000000000000000E+000   0.1007848360000000E+002
  0.1044851493851494E+000   0.8643128313862049E-008   0.0000000000000000E+000   0.2325768605362885E-008   0.0000000000000000E+000   0.1005386594000000E+002
  0.1047841525841526E+000   0.9213087714914049E-008   0.0000000000000000E+000   0.2344600521340510E-008   0.0000000000000000E+000   0.1002933239000000E+002
  0.1050831558831559E+000   0.9784605354091019E-008   0.0000000000000000E+000   0.2364949426438819E-008   0.0000000000000000E+000   0.1000488230000000E+002
  0.1053821591821592E+000   0.1035805784444517E-007   0.0000000000000000E+000   0.2386807349489705E-008   0.0000000000000000E+000   0.9980514998000000E+001
  0.1056811624811625E+000   0.1093381573715468E-007   0.0000000000000000E+000   0.2410167473629049E-008   0.0000000000000000E+000   0.9956229844999998E+001
  0.1059801657801658E+000   0.1151224371458232E-007   0.0000000000000000E+000   0.2435024092861700E-008   0.0000000000000000E+000   0.9932026197999999E+001
  0.1062791690791691E+000   0.1209370095989905E-007   0.0000000000000000E+000   0.2461372590039337E-008   0.0000000000000000E+000   0.9907903424000002E+001
  0.1065781723781724E+000   0.1267854151210486E-007   0.0000000000000000E+000   0.2489209394621996E-008   0.0000000000000000E+000   0.9883860901000000E+001
  0.1068771756771757E+000   0.1326711460656321E-007   0.0000000000000000E+000   0.2518531961285150E-008   0.0000000000000000E+000   0.9859898012000002E+001
  0.1071761789761790E+000   0.1385976500445967E-007   0.0000000000000000E+000   0.2549338745273833E-008   0.0000000000000000E+000   0.9836014150000002E+001
  0.1074751822751823E+000   0.1445683330851737E-007   0.0000000000000000E+000   0.2581629166460386E-008   0.0000000000000000E+000   0.9812208714999999E+001
  0.1077741854741855E+000   0.1505865606557021E-007   0.0000000000000000E+000   0.2615403586658548E-008   0.0000000000000000E+000   0.9788481114000001E+001
  0.1080731887731888E+000   0.1566556686653069E-007   0.0000000000000000E+000   0.2650663316073040E-008   0.0000000000000000E+000   0.9764830763000003E+001
  0.1083721920721921E+000   0.1627789542040960E-007   0.0000000000000000E+000   0.2687410535603700E-008   0.0000000000000000E+000   0.9741257083999997E+001
  0.1086711953711954E+000   0.1689596863207172E-007   0.0000000000000000E+000   0.2725648322928836E-008   0.0000000000000000E+000   0.9717759507999999E+001
  0.1089701986701987E+000   0.1752011066451392E-007   0.0000000000000000E+000   0.2765380608928089E-008   0.0000000000000000E+000   0.9694337472000001E+001
  0.1092692019692020E+000   0.1815064319121484E-007   0.0000000000000000E+000   0.2806612163968048E-008   0.0000000000000000E+000   0.9670990421000001E+001
  0.1095682052682053E+000   0.1878788564160290E-007   0.0000000000000000E+000   0.2849348585543250E-008   0.0000000000000000E+000   0.9647717804999999E+001
  0.1098672085672086E+000   0.1943215543809069E-007   0.0000000000000000E+000   0.2893596275813638E-008   0.0000000000000000E+000   0.9624519082999999E+001
  0.1101662118662119E+000   0.2008376822420645E-007   0.0000000000000000E+000   0.2939362425465110E-008   0.0000000000000000E+000   0.9601393720000001E+001
  0.1104652151652152E+000   0.2074303808564924E-007   0.0000000000000000E+000   0.2986655001390349E-008   0.0000000000000000E+000   0.9578341187999998E+001
  0.1107642183642184E+000   0.2141027753971552E-007   0.0000000000000000E+000   0.3035482713683356E-008   0.0000000000000000E+000   0.9555360964999997E+001
  0.1110632216632217E+000   0.2208579863737337E-007   0.0000000000000000E+000   0.3085855067469213E-008   0.0000000000000000E+000   0.9532452536000001E+001
  0.1113622249622250E+000   0.2276991182361047E-007   0.0000000000000000E+000   0.3137782248021586E-008   0.0000000000000000E+000   0.9509615393000001E+001
  0.1116612282612283E+000   0.2346292702289321E-007   0.0000000000000000E+000   0.3191275191729585E-008   0.0000000000000000E+000   0.9486849033000000E+001
  0.1119602315602316E+000   0.2416515360468649E-007   0.0000000000000000E+000   0.3246345528308263E-008   0.0000000000000000E+000   0.9464152960000002E+001
  0.1122592348592349E+000   0.2487690056594710E-007   0.0000000000000000E+000   0.3303005604944439E-008   0.0000000000000000E+000   0.9441526683999999E+001
  0.1125582381582382E+000   0.2559847670883807E-007   0.0000000000000000E+000   0.3361268444180394E-008   0.0000000000000000E+000   0.9418969720000000E+001
  0.1128572414572415E+000   0.2633019081091371E-007   0.0000000000000000E+000   0.3421147753850556E-008   0.0000000000000000E+000   0.9396481591000006E+001
  0.1131562447562448E+000   0.2707235179334425E-007   0.0000000000000000E+000   0.3482657915159680E-008   0.0000000000000000E+000   0.9374061823999998E+001
  0.1134552480552481E+000   0.2782526888318522E-007   0.0000000000000000E+000   0.3545813971076235E-008   0.0000000000000000E+000   0.9351709952000000E+001
  0.1137542512542513E+000   0.2858925151359189E-007   0.0000000000000000E+000   0.3610631597554486E-008   0.0000000000000000E+000   0.9329425516000002E+001
  0.1140532545532546E+000   0.2936461050240528E-007   0.0000000000000000E+000   0.3677127179650665E-008   0.0000000000000000E+000   0.9307208058999999E+001
  0.1143522578522579E+000   0.3015165666877077E-007   0.0000000000000000E+000   0.3745317684227124E-008   0.0000000000000000E+000   0.9285057132000000E+001
  0.1146512611512611E+000   0.3095070199823727E-007   0.0000000000000000E+000   0.3815220736214370E-008   0.0000000000000000E+000   0.9262972290000000E+001
  0.1149502644502645E+000   0.3176205953049376E-007   0.0000000000000000E+000   0.3886854584960594E-008   0.0000000000000000E+000   0.9240953094999998E+001
  0.1152492677492677E+000   0.3258604349741548E-007   0.0000000000000000E+000   0.3960238106450939E-008   0.0000000000000000E+000   0.9218999112000001E+001
  0.1155482710482710E+000   0.3342296945990260E-007   0.0000000000000000E+000   0.4035390802649976E-008   0.0000000000000000E+000   0.9197109914000002E+001
  0.1158472743472744E+000   0.3427315443883159E-007   0.0000000000000000E+000   0.4112332777258932E-008   0.0000000000000000E+000   0.9175285076999998E+001
