rp_o_rt dE dL dM mkx
4.093425911060579 6.3309463790572895e-06 4.9353527288131184e-06 -1.8268751458272448e-06 0.0
3.662538973054202 2.5574133621919515e-05 1.806145641661839e-05 -8.901120725046674e-06 2.3205761863209773e-06
3.2316520350478255 0.00010236203475236239 4.3430966586508135e-05 -6.259319613288739e-05 1.1879003068315797e-05
2.800765097041449 0.0005809377026718965 0.00010253396395963559 -0.00027753954953968485 3.124844079138711e-05
2.369878159035072 0.0010184790009639955 0.00032978188465339456 -0.0006827094335919437 0.00032248528441414237
