r xir xih rho dE_dr(normalized)
0.1 3.2344970106090398e-24 7.870465833309238e-06 10.43237567491721 2.7141445619947164e-10
0.1000001000001 3.290918088162891e-10 7.8704579824158e-06 10.43235808 2.7141399980158566e-10
0.1002991032991033 9.798127018410317e-07 7.84845385512965e-06 10.40648763 2.7094210568924537e-10
0.1005981065981066 1.950412791718612e-06 7.829469072925626e-06 10.38071162 2.708703452715279e-10
0.1008971098971099 2.9125937926035302e-06 7.813460926325842e-06 10.35502924 2.7119334045135556e-10
0.1011961131961132 3.866807697517959e-06 7.800378820715992e-06 10.3294397 2.719057045200716e-10
0.1014951164951165 4.813494768975201e-06 7.790174068286559e-06 10.30394222 2.730026968407409e-10
0.1017941196941197 5.753083641789519e-06 7.782799838401844e-06 10.27853602 2.7448019926031207e-10
0.102093122993123 6.685992975405923e-06 7.77821104044529e-06 10.25322036 2.763346950476171e-10
0.1023921262921263 7.612629955718388e-06 7.77636438124916e-06 10.22799447 2.7856324934911016e-10
0.1026911295911296 8.53339192800674e-06 7.77721820383206e-06 10.20285761 2.8116348794453985e-10
0.1029901328901329 9.448666439216573e-06 7.780732501625867e-06 10.17780905 2.841335828785305e-10
0.1032891361891362 1.0358831583947927e-05 7.78686881267194e-06 10.15284808 2.8747223243898376e-10
0.1035881394881395 1.1264256336485427e-05 7.795590209036369e-06 10.12797398 2.911786477049199e-10
0.1038871427871428 1.216530087437523e-05 7.806861249197535e-06 10.10318605 2.9525253915686037e-10
0.1041861460861461 1.3062316887092943e-05 7.820647893071691e-06 10.0784836 2.9969410039827396e-10
0.1044851493851494 1.395564787581191e-05 7.836917520184755e-06 10.05386594 3.0450400008073114e-10
0.1047841525841526 1.4845629145729115e-05 7.85563882023274e-06 10.02933239 3.096833645362232e-10
0.1050831558831559 1.5732589271795308e-05 7.876781799480005e-06 10.0048823 3.1523377757165347e-10
0.1053821591821592 1.6616848582108493e-05 7.900317717734162e-06 9.980514998 3.211572584207585e-10
0.1056811624811625 1.7498720609903272e-05 7.926219064961316e-06 9.956229844999998 3.274562618036447e-10
0.1059801657801658 1.8378512044608316e-05 7.954459505042091e-06 9.932026197999999 3.341336658188836e-10
0.1062791690791691 1.9256522974051942e-05 7.985013871938157e-06 9.907903424000002 3.411927674354821e-10
0.1065781723781724 2.0133047117707043e-05 8.01785809567377e-06 9.883860901 3.486372729765819e-10
0.1068771756771757 2.1008372050476076e-05 8.052969193039726e-06 9.859898012000002 3.5647129371844467e-10
0.107176178976179 2.1882779421504417e-05 8.090325243812126e-06 9.836014150000002 3.6469934138394513e-10
0.1074751822751823 2.27565451633603e-05 8.129905327753197e-06 9.812208714999999 3.733263208601038e-10
0.1077741854741855 2.362993940302242e-05 8.171689523333608e-06 9.788481114000001 3.823575259296968e-10
0.1080731887731888 2.4503227825866424e-05 8.215658885602123e-06 9.764830763000003 3.9179864533029766e-10
0.1083721920721921 2.5376670110805698e-05 8.261795373263566e-06 9.741257083999997 4.016557425801606e-10
0.1086711953711954 2.6250521284108887e-05 8.310081884317137e-06 9.717759507999999 4.1193526732031216e-10
0.1089701986701987 2.7125031603688845e-05 8.360502177887559e-06 9.694337472 4.226440467907178e-10
0.109269201969202 2.8000446727920318e-05 8.413040865673739e-06 9.670990421 4.3378928554635256e-10
0.1095682052682053 2.8877007881461432e-05 8.46768340473842e-06 9.647717805 4.453785655294821e-10
0.1098672085672086 2.9754952015446568e-05 8.524416057699725e-06 9.624519083 4.5741984418067123e-10
0.1101662118662119 3.063451196106716e-05 8.583225870291563e-06 9.60139372 4.699214539599714e-10
0.1104652151652152 3.151591657877211e-05 8.644100658300377e-06 9.578341187999998 4.828921031782364e-10
0.1107642183642184 3.239939060688752e-05 8.707028959272522e-06 9.555360964999997 4.963408709363047e-10
0.1110632216632217 3.3285155983521845e-05 8.772000096093242e-06 9.532452536000001 5.102772276374161e-10
0.111362224962225 3.417343020720912e-05 8.839004019713554e-06 9.509615393 5.24711005810837e-10
0.1116612282612283 3.5064427650611255e-05 8.908031425587494e-06 9.486849033 5.396524254646332e-10
0.1119602315602316 3.5958359390651106e-05 8.979073629135849e-06 9.464152960000002 5.551120837725567e-10
0.1122592348592349 3.685543333080158e-05 9.052122645904631e-06 9.441526684 5.711009658359982e-10
0.1125582381582382 3.775585432023897e-05 9.127171085397591e-06 9.41896972 5.876304392400972e-10
0.1128572414572415 3.86598242661286e-05 9.204212188472329e-06 9.396481591000006 6.047122618304371e-10
0.1131562447562448 3.956754224605297e-05 9.28323980280714e-06 9.374061823999998 6.223585838776878e-10
0.1134552480552481 4.047920461523438e-05 9.364248358564868e-06 9.351709952 6.405819508024058e-10
0.1137542512542513 4.13950048030989e-05 9.447232828043052e-06 9.329425516000002 6.59395300340025e-10
0.1140532545532546 4.2315134639411406e-05 9.532188812815647e-06 9.307208058999999 6.788119925741774e-10
0.1143522578522579 4.3239782614035674e-05 9.619112388215973e-06 9.285057132 6.988457761339709e-10
0.1146512611512611 4.4169135196342494e-05 9.708000190477702e-06 9.26297229 7.195108185924789e-10
0.1149502644502645 4.510337662014022e-05 9.798849359765436e-06 9.240953094999998 7.408217031347093e-10
0.1152492677492677 4.604268897152988e-05 9.891657547009913e-06 9.218999112 7.62793435191266e-10
0.115548271048271 4.698725227651042e-05 9.986422912099863e-06 9.197109914000002 7.854414492707123e-10
0.1158472743472744 4.793724458265084e-05 1.0083144062802892e-05 9.175285076999998 8.087816090638399e-10
0.1161462776462776 4.889284203994177e-05 1.0181820113230264e-05 9.153524183000002 8.328302206619496e-10
0.1164452809452809 4.985421897902613e-05 1.0282450602860149e-05 9.131826818 8.576040311935179e-10
0.1167442841442841 5.0821547662900815e-05 1.0385035525153994e-05 9.110192574000001 8.831202337232865e-10
0.1170432874432874 5.179499965546773e-05 1.0489575362662476e-05 9.088621047 9.093965008817981e-10
0.1173422907422907 5.277474395096912e-05 1.0596070970011623e-05 9.067111838 9.36450946991461e-10
0.117641294041294 5.3760948337638446e-05 1.070452363867628e-05 9.045664553999998 9.643021651596927e-10
0.1179402973402973 5.475377913944053e-05 1.0814935056038712e-05 9.024278804999998 9.929692252347482e-10
0.1182393006393006 5.575340128307963e-05 1.092730735034297e-05 9.002954204999998 1.0224716875129237e-09
0.1185383039383039 5.675997836139503e-05 1.1041643006953297e-05 8.981690375 1.0528296022962284e-09
0.1188373072373072 5.7773672692220094e-05 1.1157944903070688e-05 8.960486938 1.084063522072379e-09
0.1191363105363105 5.879464537996342e-05 1.1276216311290648e-05 8.939343523000002 1.116194511612666e-09
0.1194353138353138 5.982305637259577e-05 1.1396460847400872e-05 8.918259762999998 1.1492441508673222e-09
0.119734317034317 6.085906416953331e-05 1.1518682469324252e-05 8.897235293999998 1.1832345366555928e-09
0.1200333203333203 6.190282726542286e-05 1.1642885600487324e-05 8.876269757999998 1.2181883373869823e-09
0.1203323236323236 6.295450212251722e-05 1.1769074882681834e-05 8.855362799 1.2541287284159202e-09
0.1206313269313269 6.401424460619382e-05 1.1897255355827442e-05 8.834514067999999 1.2910794538260777e-09
0.1209303302303302 6.508220969041924e-05 1.2027432390697891e-05 8.813723216999998 1.3290648205301693e-09
0.1212293335293335 6.615855150657617e-05 1.215961169461955e-05 8.792989904 1.3681097102964474e-09
0.1215283368283368 6.724342338919007e-05 1.229379926913917e-05 8.772313789999998 1.4082395845047033e-09
0.1218273401273401 6.833697792115252e-05 1.2430001452414016e-05 8.75169454 1.44948050078626e-09
0.1221263434263434 6.94393669794601e-05 1.2568224889480973e-05 8.731131824 1.4918591205375196e-09
0.1224253467253467 7.055074177867733e-05 1.2708476539307683e-05 8.710625312999996 1.535402720634335e-09
0.1227243499243499 7.16712525375437e-05 1.2850763612180533e-05 8.690174684 1.5801391875347565e-09
0.1230233532233532 7.280105001898422e-05 1.2995093717821076e-05 8.669779617 1.6260970876169345e-09
0.1233223565223565 7.394028332291548e-05 1.3141474669765008e-05 8.649439795000001 1.6733055948415126e-09
0.1236213598213598 7.508910142165178e-05 1.3289914568141052e-05 8.629154907 1.7217945527696647e-09
0.1239203631203631 7.624765282450109e-05 1.3440421842407922e-05 8.608924641 1.7715944827269032e-09
0.1242193664193664 7.741608561386801e-05 1.3593005141047871e-05 8.588748693000003 1.8227365821116675e-09
0.1245183697183697 7.859454748156514e-05 1.3747673447707518e-05 8.568626758999999 1.8752527529997206e-09
0.124817373017373 7.978318576311454e-05 1.3904435941725318e-05 8.548558541999999 1.929175595768245e-09
0.1251163763163763 8.098214746989417e-05 1.406330211674375e-05 8.528543744000002 1.984538438685373e-09
0.1254153796153796 8.219157932554004e-05 1.4224281722605832e-05 8.508582073000003 2.0413753444168196e-09
0.1257143828143828 8.34116273891971e-05 1.438738472398399e-05 8.488673239000002 2.0997211037889147e-09
0.1260133861133861 8.464243871748445e-05 1.4552621416976984e-05 8.468816958000001 2.1596113192034125e-09
0.1263123894123894 8.588415894722288e-05 1.4720002274496017e-05 8.449012944000001 2.221082318029421e-09
0.1266113927113927 8.713693395906434e-05 1.4889538048142608e-05 8.429260920000003 2.2841712355809755e-09
0.126910396010396 8.840090949699411e-05 1.5061239713112558e-05 8.409560605999996 2.34891600552288e-09
0.1272093993093993 8.967623119625787e-05 1.5235118494519949e-05 8.389911730999998 2.415355382503978e-09
0.1275084026084026 9.096304461279809e-05 1.5411185864874458e-05 8.370314022 2.483528954211794e-09
0.1278074059074059 9.22614952483004e-05 1.558945349526739e-05 8.350767210999999 2.5534771502547068e-09
0.1281064092064092 9.357172857705973e-05 1.5769933329359224e-05 8.331271033999998 2.625241270764336e-09
0.1284054125054125 9.489389007343336e-05 1.5952637519201362e-05 8.311825229 2.698863490680491e-09
0.1287044157044157 9.62281247871273e-05 1.6137578378855363e-05 8.292429535000002 2.7743868506588094e-09
0.129003419003419 9.757457915563237e-05 1.6324768616886048e-05 8.273083696000002 2.8518553822594507e-09
0.1293024223024223 9.89333983514399e-05 1.6514220998495916e-05 8.253787458000001 2.9313139657170494e-09
0.1296014256014256 0.00010030472808728605 1.670594856090811e-05 8.234540569000005 3.012808450172932e-09
0.1299004289004289 0.00010168871419370223 1.6899964552722634e-05 8.215342781999999 3.096385645185571e-09
0.1301994321994322 0.00010308550264336213 1.7096282465540833e-05 8.196193851 3.1820933433193047e-09
0.1304984354984355 0.00010449523957112213 1.729491594734886e-05 8.177093531000002 3.269980320872945e-09
0.1307974387974388 0.0001059180712933895 1.74958788849778e-05 8.158041582000001 3.3600963737874513e-09
0.1310964420964421 0.00010735414433365454 1.769918540350809e-05 8.139037766000001 3.4524923354880135e-09
0.1313954453954454 0.00010880360543928696 1.7904849759162165e-05 8.120081846999998 3.547220073449068e-09
0.1316944485944486 0.00011026660111256804 1.811288644748796e-05 8.101173592000002 3.644332510108329e-09
0.1319934518934519 0.00011174327958953828 1.8323310235315123e-05 8.08231277 3.7438837317747234e-09
0.1322924551924552 0.00011323378792268881 1.8536136013760588e-05 8.063499152000002 3.845928853993239e-09
0.1325914584914585 0.00011473827395632546 1.875137886139676e-05 8.044732512 3.950524136631604e-09
0.1328904617904618 0.00011625688585422315 1.8969054086519173e-05 8.026012626999998 4.05772699325889e-09
0.1331894650894651 0.00011778977211840001 1.9189177170006597e-05 8.007339273999998 4.167595997722486e-09
0.1334884683884684 0.00011933708160883289 1.941176384003975e-05 7.988712236 4.28019092520732e-09
0.1337874716874717 0.00012089896355861553 1.963682993664623e-05 7.970131294000001 4.3955727382938e-09
0.134086474986475 0.0001224755675919191 1.9864391584381506e-05 7.951596235000002 4.5138036527054995e-09
0.1343854782854783 0.00012406704373995033 2.0094464995685665e-05 7.933106844999998 4.63494710939057e-09
0.1346844814844815 0.0001256735419170213 2.0327066592325506e-05 7.914662914000002 4.759067801061885e-09
0.1349834847834848 0.00012729521409271912 2.0562213143330165e-05 7.896264235000001 4.886231834538858e-09
0.1352824880824881 0.0001289322110801694 2.079992139764624e-05 7.877910600000001 5.016506503908392e-09
0.1355814913814914 0.00013058468469843269 2.1040208380435176e-05 7.859601804999994 5.1499604933208446e-09
0.1358804946804947 0.0001322527872534287 2.128309129775102e-05 7.84133765 5.28666385178389e-09
0.136179497979498 0.00013393667155056686 2.1528587514105845e-05 7.823117932999998 5.426688007146569e-09
0.1364785012785013 0.00013563649091193742 2.177671463698846e-05 7.804942457 5.570105817175761e-09
0.1367775045775046 0.00013735239918852166 2.2027490365539645e-05 7.786811025999998 5.716991551833671e-09
0.1370765078765079 0.00013908455077372365 2.228093266283037e-05 7.768723445000003 5.867420963663829e-09
0.1373755111755112 0.00014083310061959188 2.2537059624479224e-05 7.750679522999997 6.021471280689548e-09
