r xir xih rho dE_dr(normalized)
0.1 -6.342160647992037e-28 7.970466874427762e-10 10.43237567491721 7.290256779747656e-18
0.1000001000001 8.751646687688887e-14 7.970458924052926e-10 10.43235808 7.29024452178322e-18
0.1002991032991033 2.606385862465896e-10 7.950532762957167e-10 10.40648763 7.286297805525414e-18
0.1005981065981066 5.189842530296258e-10 7.938428535781115e-10 10.38071162 7.310584212610796e-18
0.1008971098971099 7.754003328284649e-10 7.934025245927118e-10 10.35502924 7.362795620369485e-18
0.1011961131961132 1.0301550600911096e-09 7.937201500030661e-10 10.3294397 7.442717509638088e-18
0.1014951164951165 1.2835095852187286e-09 7.947845132787043e-10 10.30394222 7.550243467625476e-18
0.1017941196941197 1.5357182947280273e-09 7.96585287230038e-10 10.27853602 7.685371902650551e-18
0.102093122993123 1.7870295339175691e-09 7.991129996413377e-10 10.25322036 7.848203431816668e-18
0.1023921262921263 2.0376854702738006e-09 8.023590095328757e-10 10.22799447 8.038938397018614e-18
0.1026911295911296 2.287922784783368e-09 8.06315470782365e-10 10.20285761 8.257875034829435e-18
0.1029901328901329 2.5379729248515142e-09 8.10975311008478e-10 10.17780905 8.505408053419135e-18
0.1032891361891362 2.788062427542793e-09 8.163322000837752e-10 10.15284808 8.782027429909825e-18
0.1035881394881395 3.038413228588399e-09 8.22380529670904e-10 10.12797398 9.088317721603798e-18
0.1038871427871428 3.2892429592497613e-09 8.291153900585477e-10 10.10318605 9.424957701527847e-18
0.1041861460861461 3.5407652298145192e-09 8.365325440755368e-10 10.0784836 9.792720211518263e-18
0.1044851493851494 3.793189901892748e-09 8.446284129240767e-10 10.05386594 1.0192472548288261e-17
0.1047841525841526 4.046723264604419e-09 8.534000470718314e-10 10.02933239 1.062517676105067e-17
0.1050831558831559 4.3015686239204e-09 8.628451218841751e-10 10.0048823 1.109189121769832e-17
0.1053821591821592 4.557926034359279e-09 8.729619039867891e-10 9.980514998 1.1593770832446277e-17
0.1056811624811625 4.815992868864538e-09 8.837492451380761e-10 9.956229844999998 1.213206916098891e-17
0.1059801657801658 5.0759639556415425e-09 8.952065621985402e-10 9.932026197999999 1.270813991459077e-17
0.1062791690791691 5.3380317915005875e-09 9.073338258375724e-10 9.907903424000002 1.3323439062591494e-17
0.1065781723781724 5.60238674688962e-09 9.201315420899649e-10 9.883860901 1.3979527019725137e-17
0.1068771756771757 5.8692172627820085e-09 9.3360074181912e-10 9.859898012000002 1.467807124655201e-17
